# Officials that fell through to the DiceBear fallback.
# id	name	level	title
1653	Patty Cummings	local	City Council Member, District 4, Cape Coral
1654	Derrick Donnell	local	City Council Member, District 5, Cape Coral
1655	Keith Long	local	City Council Member, District 6, Cape Coral
1656	John Gunter	local	Mayor, City of Cape Coral
1658	Jesus Tundidor	local	City Council President, Hialeah
1659	Vivian Casals-Munoz	local	City Council Member, Hialeah
1661	Teniadé Broughton	local	City Council Member, District 1, Pensacola
1662	Sherri Myers	local	City Council Member, District 2, Pensacola
1664	Jared Moore	local	City Council Member, District 4, Pensacola
1665	Allison Patton	local	City Council Member, District 5, Pensacola
1666	Ann Hill	local	City Council Member, District 6, Pensacola
1667	D.C. Reeves	local	Mayor, City of Pensacola
1668	Bryan Eastman	local	City Commissioner, District 2, Gainesville
1669	Matt Howland	local	City Commissioner, At-Large 1, Gainesville
1670	Ed Book	local	City Commissioner, At-Large 2, Gainesville
1671	Shannon Martin	local	Mayor, City of Port St. Lucie
1672	Jolien Caraballo	local	Vice Mayor, City of Port St. Lucie
1674	Stephanie Madden	local	City Commissioner, Lakeland
1675	Vacant (District 1)	local	School Board Member, District 1
1676	Janie Ruddy	local	School Board Member, District 2
1677	Lauren Ramirez	local	School Board Member, District 3
1678	Christy Chong	local	School Board Chair, District 4
1679	Will Furry	local	School Board Member, District 5
1681	Ken Amaro	local	City Council Member, District 1
1682	Mike Gay	local	City Council Member, District 2
1683	Will Lahnen	local	City Council Member, District 3
1687	Jimmy Peluso	local	City Council Member, District 7
1688	Reggie Gaffney Jr.	local	City Council Member, District 8
1689	Tyrona Clark-Murray	local	City Council Member, District 9
1690	Ju'Coby Pittman	local	City Council Member, District 10
1691	Raul Arias Jr.	local	City Council Member, District 11
1692	Randy White	local	City Council Member, District 12
1693	Rory Diamond	local	City Council Member, District 13
1694	Rahman Johnson	local	City Council Member, District 14
1695	Terrance Freeman	local	City Council Member, At-Large Group 1
1699	Chris Miller	local	City Council Member, At-Large Group 5
1701	Miguel Angel Gabela	local	Miami City Commissioner, District 1
1703	Rolando Escalona	local	Miami City Commissioner, District 3
1704	Ralph Rosado	local	Miami City Commissioner, District 4
1711	Gwendolyn Henderson	local	Tampa City Council, District 5
1715	Jim Gray	local	Orlando City Commissioner, District 1
1724	Mike Harting	local	St. Petersburg City Council, District 3
1728	Corey Givens Jr.	local	St. Petersburg City Council, District 7
1739	Dianne Williams-Cox	local	Tallahassee City Commissioner, Seat 4
1740	Bryan Calvo	local	Mayor of Hialeah
1743	Anthony Bonna	local	Port St. Lucie City Council Member
1744	Stephanie Morgan	local	Port St. Lucie City Council Member
1745	David Poitier	local	Port St. Lucie City Council Member
1748	Tom Kilraine	local	Cape Coral City Council, District 2
1750	Dan Kaduk	local	Cape Coral City Council, District 4
1751	Tim Nelson	local	Cape Coral City Council, District 5
1753	Alyssa Lehmann	local	Cape Coral City Council, District 7
1756	Jay Schwartz	local	Pembroke Pines Commissioner, District 2
1757	Maria Rodriguez	local	Pembroke Pines Commissioner, District 3
1758	Michael Hernandez	local	Pembroke Pines Vice Mayor, District 4
1761	Scott Brook	local	Mayor of Coral Springs
1762	Harvey Ward Jr.	local	Mayor of Gainesville
1763	Bruce Rector	local	Mayor of Clearwater
1764	Josh Roman	local	Mayor of Lakeland
1766	Rob Medina	local	Mayor of Palm Bay
1767	Rex Hardin	local	Mayor of Pompano Beach
1768	Michael Ryan	local	Mayor of Sunrise
1769	Andy Thomson	local	Mayor of Boca Raton
1770	Santiago Avila	local	Mayor of Deltona
1771	Nick Sortal	local	Mayor of Plantation
1773	Woody Brown	local	Mayor of Largo
1774	Paul Anderson	local	Mayor of Melbourne
1775	Todd Drosky	local	Mayor of Deerfield Beach
1776	Rodney Harris	local	Mayor of Miami Gardens
1779	Rhonda A. Anderson	local	Mayor of Coral Gables
1782	Mike Amundsen	local	Mayor of Ocala
1783	Kevin Anderson	local	Mayor of Fort Myers
1784	Shelly Petrolia	local	Mayor of Delray Beach
1785	Jackie Espinosa	local	Mayor of Kissimmee
1786	Jeff Triplett	local	Mayor of Sanford
1787	Trinette Frazier	local	Mayor of Boynton Beach
1788	Caryl Shuham	local	Hollywood Commissioner, District 1
1790	Traci Callari	local	Hollywood Vice Mayor, District 3
1791	Adam Gruber	local	Hollywood Commissioner, District 4
1792	Kevin Biederman	local	Hollywood Commissioner, District 5
1793	Idelma Quintana	local	Hollywood Commissioner, District 6
1794	Cathleen Ward	local	West Palm Beach Commissioner, District 1
1795	Shalonda Warren	local	West Palm Beach Commission President, District 2
1796	Christy Fox	local	West Palm Beach Commissioner, District 3
1797	Joseph Peduzzi	local	West Palm Beach Commissioner, District 4
1800	Jeff Webb	local	Vice Mayor of Cedar Key
1803	Brenda Ash	local	Mayor of Apalachicola
1804	Despina George	local	City Commissioner, Apalachicola
1805	Adriane Elliott	local	City Commissioner, Apalachicola
1806	Donna Knutson	local	City Commissioner, Apalachicola
1807	Donna Duncan	local	City Commissioner, Apalachicola
1808	James P. Kersey	local	Mayor of Bristol
1810	Rodney Braden	local	City Council Member, Destin
1811	Dewey Destin	local	City Council Member, Destin
1812	Jim Bagby	local	City Council Member, Destin
1813	Teresa Hebert	local	City Council Member, Destin
1814	Sandy Trammell	local	City Council Member, Destin
1816	Laurence Vorisek	local	Mayor of Yankeetown
1822	George Gay	local	Mayor of Alford
1823	John Phelps	local	Mayor of Altha
1827	Fletcher J. Hope	local	Mayor of Archer
1829	Keller Lanahan	local	Vice Mayor of Atlantis
1830	Guy Motzer	local	Vice Mayor of Atlantis
1832	Billy James	local	Mayor of Bascom
1833	Todd Watzel	local	Mayor of Bay Lake
1834	Sandra Moore	local	Mayor of Bell
1835	Lloyd Roberts	local	Mayor of Belleair Beach
1836	Steve Blume	local	Mayor of Belleair Shore
1838	Stephen Emmett	local	Mayor of Beverly Beach
1842	John Chappie	local	Mayor of Bradenton Beach
1844	Ken Saunders	local	Mayor of Branford
1845	Ted Gross	local	Mayor of Briny Breezes
1846	Bruce A. Greenlee	local	Mayor of Bronson
1848	Chris Caldwell	local	Mayor of Brooker
1849	Randy Knagge	local	Mayor of Callahan
1850	Douglas Cotton	local	Mayor of Campbellton
1854	Tom Shoriak	local	City Council Member, Cape Canaveral
1855	Don Willis	local	City Council Member, Cape Canaveral
1859	Christopher Moultry	local	Mayor of Chattahoochee
1868	Josh Cramer	local	City Council Member, Bradenton
1869	Marianne Barnebey	local	City Council Member, Bradenton
1870	Lisa Gonzalez Moore	local	City Council Member, Bradenton
1871	Pam Coachman	local	City Council Member, Bradenton
1872	Mike Gibson	local	Mayor of Bonita Springs
1874	Bobby J. Birdsell Current	local	City Commissioner, Callaway
1875	David Griggs	local	City Commissioner, Callaway
1876	Kenneth L. Ayers	local	City Commissioner, Callaway
1879	Mark Busch	local	City Commissioner, Casselberry
1880	Thomas E. Kirk	local	City Commissioner, Casselberry
1881	Anthony Aramendia	local	Vice Mayor of Casselberry
1882	Nancy Divita	local	City Commissioner, Casselberry
1889	Marion Chateau-Flagg	local	Mayor of Cloud Lake
1890	Mike Blake	local	Mayor of Cocoa
1892	Lavander Hearn	local	City Council Member, Cocoa
1893	Patricia Weeks	local	City Council Member, Cocoa
1894	Lorraine Koss	local	City Council Member, Cocoa
1895	Keith Capizzi	local	Mayor of Cocoa Beach
1897	Tim Tumulty	local	City Commissioner, Cocoa Beach
1898	Jeremy Hutcherson	local	City Commissioner, Cocoa Beach
1900	Calvary Chapel Merritt Island	local	City Commissioner, Cocoa Beach
1903	Who Is My	local	City Commissioner, Coconut Creek
1909	Map Who Is My	local	City Commissioner, Coconut Creek
1912	Steve Miller	local	Mayor of Coleman
1915	Nancy Metayer	local	Vice Mayor of Coral Springs
1918	James Elmore	local	Mayor of Cottondale
1926	Ryan Fulford	local	Mayor of Cross City
1928	Scott Black	local	Mayor of Dade City
1946	Michael Hudak	local	City Commissioner, Deerfield Beach
1947	Ben Preston	local	City Commissioner, Deerfield Beach
1948	Bob Campbell	local	Mayor of DeFuniak Springs
1957	Chris Cloudman	local	Mayor of DeLand
1958	Jessica Davis	local	Vice Mayor of DeLand
1959	Kevin Reid	local	City Commissioner, DeLand
1960	Daniel Reed	local	City Commissioner, DeLand
1961	Richard Paiva	local	City Commissioner, DeLand
1974	Rafael Pineyro Councilman Maureen	local	City Council Member, Doral
1975	Nicole Reinoso Councilwoman Doral	local	City Council Member, Doral
1977	Councilwoman Rafael Pineyro	local	City Council Member, Doral
1978	Maureen Porras	local	City Council Member, Doral
1979	Nicole Reinoso	local	City Council Member, Doral
1990	Robert Walker	local	Vice Mayor of Dunedin
1991	Jeff Gow	local	City Commissioner, Dunedin
1992	Tom Dugard	local	City Commissioner, Dunedin
1993	Steven Sandbergen	local	City Commissioner, Dunedin
1994	Freaney Maureen	local	Mayor of Dunedin
2003	David Evans	local	Mayor of Ebro
2012	Vicky Wells	local	Mayor of Everglades City
2013	Sherlene Michaelis	local	Mayor of Fanning Springs
2037	Candace Kelly	local	City Commissioner, Atlantic Beach
2038	Thomas Grant	local	City Commissioner, Atlantic Beach
2039	Bruce Bole	local	City Commissioner, Atlantic Beach
2040	Jessica Ring	local	City Commissioner, Atlantic Beach
2041	Kelly Thomas Grant	local	City Commissioner, Atlantic Beach
2042	Jean M. Hood	local	Mayor of Cinco Bayou
2048	Michelle Whitman	local	Vice Mayor of Davie
2049	Daniel J Alfonso	local	City Council Member, Davie
2050	Susan Starkey	local	City Council Member, Davie
2051	Marlon Luis	local	City Council Member, Davie
2053	Marilyn Green	local	City Commissioner, Archer
2054	Iris Bailey	local	Vice Mayor of Archer
2055	Karen Fiore	local	City Commissioner, Archer
2056	Kathy Penny	local	City Commissioner, Archer
2058	Sam Newbern	local	Mayor of Auburndale
2059	Ed Crackel	local	City Commissioner, Auburndale
2060	Ronnie Spears	local	City Commissioner, Auburndale
2068	Mike Wilkinson	local	Mayor of Belleair
2069	Todd Jennings	local	City Commissioner, Belleair
2070	Patricia Barris	local	City Commissioner, Belleair
2071	Thomas Kelly	local	City Commissioner, Belleair
2072	Todd Jennings March	local	City Commissioner, Belleair
2073	Patricia Barris March	local	City Commissioner, Belleair
2074	Thomas Kelly March	local	City Commissioner, Belleair
2075	Tom Shelly	local	City Commissioner, Belleair
2076	Christine Dobkowski	local	Mayor of Belleview
2078	Ray Dwyer	local	City Commissioner, Belleview
2079	Ronald T. Livsey	local	City Commissioner, Belleview
2080	James Howard	local	City Commissioner, Beverly Beach
2081	Kyle Blake	local	City Commissioner, Beverly Beach
2082	Jeffrey Schuitema	local	City Commissioner, Beverly Beach
2083	Jeffrey Borges	local	City Commissioner, Beverly Beach
2088	Kelly Perry	local	City Council Member, Bronson
2089	Michael Stewart	local	City Council Member, Bronson
2090	Christy O'Brien	local	City Council Member, Bronson
2091	Kayla Greenway	local	City Council Member, Bronson
2097	James Pittman	local	Mayor of Clewiston
2098	Hillary Hyslope	local	Vice Mayor of Clewiston
2099	Mali Gardner	local	City Commissioner, Clewiston
2101	Jason Williams	local	City Commissioner, Clewiston
2115	Willie Quarles	local	City Commissioner, Dundee
2116	Omarr C. Nickerson	local	Mayor of El Portal
2117	Anders Urbom	local	City Council Member, El Portal
2118	Anna E. Lightfoot-Ward	local	City Council Member, El Portal
2119	Darian Martin	local	Vice Mayor of El Portal
2120	Charles Winters	local	City Council Member, El Portal
2121	Krystal Bien	local	City Council Member, Esto
2122	Maxie Yates	local	City Council Member, Esto
2123	Poynter Tuesday	local	City Commissioner, Fernandina Beach
2131	Charlotte Thompson	local	Mayor of Florida City
2133	John R. King	local	City Council Member, Fort Myers Beach
2134	Scott Safford	local	Vice Mayor of Fort Myers Beach
2136	Linda Hudson	local	Mayor of Fort Pierce
2145	George Jacob Thomas	local	Mayor of Fort White
2149	Casey Willits	local	City Commissioner, Gainesville
2150	Alice McLane	local	Mayor of Glen Ridge
2151	Juanice Padgett	local	Mayor of Glen St. Mary
2152	Glenn Singer	local	Mayor of Golden Beach
2153	Jessie Mendal	local	Vice Mayor of Golden Beach
2154	Judy Lusskin	local	City Council Member, Golden Beach
2155	Bernard Einstein	local	City Council Member, Golden Beach
2156	Kenneth Bernstein	local	City Council Member, Golden Beach
2157	Peter B. Hamilton	local	Mayor of Golf
2160	Curtis Pinkard	local	City Commissioner, Graceville
2161	Marshall Davis	local	City Commissioner, Graceville
2162	John McClendon	local	City Commissioner, Graceville
2163	Chris Harrell	local	Mayor of Grand Ridge
2168	Lamar Alday	local	Mayor of Greensboro
2169	Ryan Kornegay	local	Mayor of Greenville
2170	Phyllis Bowman	local	Mayor of Greenwood
2171	Anthony J. Baker	local	Mayor of Gretna
2172	Keith Keogh	local	City Council Member, Groveland
2173	Barbara Gaines	local	City Council Member, Groveland
2174	Michael C. Jaycox	local	City Council Member, Groveland
2176	Cherry Fitch	local	Mayor of Gulf Breeze
2177	Brittany Simpson	local	City Council Member, Gulf Breeze
2178	Tim Burr	local	City Council Member, Gulf Breeze
2179	Amy Tavai	local	City Council Member, Gulf Breeze
2180	Randy Hebert	local	City Council Member, Gulf Breeze
2181	Scott W. Morgan	local	Mayor of Gulf Stream
2194	Jay Beckby	local	Mayor of Hastings
2195	Eddie Bass	local	Mayor of Havana
2197	Jacquelyn Randall	local	Mayor of Hawthorne
2208	Marcus Hinshaw	local	City Commissioner, Highland Park
2209	Brandon McWhorter	local	City Commissioner, Highland Park
2210	Amanda Updike	local	City Commissioner, Highland Park
2211	Derek Camann	local	City Commissioner, Highland Park
2212	Sam Knight	local	City Commissioner, Hillcrest Heights
2213	Tom Harmeling	local	City Commissioner, Hillcrest Heights
2214	Rick Lee	local	City Commissioner, Hillcrest Heights
2216	David Ravanesi	local	Vice Mayor of Hillsboro Beach
2217	Vinnie Andreano	local	City Commissioner, Hillsboro Beach
2218	Jane Reiser	local	City Commissioner, Hillsboro Beach
2219	Heather Berman	local	City Commissioner, Hillsboro Beach
2220	Fairclough- Staggers	local	City Council Member, Homestead
2221	Steven D. Losner	local	Mayor of Homestead
2222	Jenifer N. Bailey	local	Vice Mayor of Homestead
2223	Kimberly Konsky	local	City Council Member, Homestead
2224	Sean L. Fletcher	local	City Council Member, Homestead
2225	Larry Roth	local	City Council Member, Homestead
2226	Clemente Canabal	local	City Council Member, Homestead
2227	Erica G	local	City Council Member, Homestead
2230	Arthur Kight	local	City Council Member, Horseshoe Beach
2231	Joe Rollison	local	City Council Member, Horseshoe Beach
2232	Walter Franklin	local	City Council Member, Horseshoe Beach
2233	Jerry Dixon	local	City Council Member, Horseshoe Beach
2234	Barney Dixon	local	City Council Member, Horseshoe Beach
2235	Otis Burl Philmon	local	City Council Member, Horseshoe Beach
2236	Johnny Osteen	local	City Council Member, Horseshoe Beach
2237	Cecil Wilder	local	City Council Member, Horseshoe Beach
2238	Ken McNaron	local	City Council Member, Horseshoe Beach
2239	Sam Downing	local	City Council Member, Horseshoe Beach
2240	George Osteen	local	City Council Member, Horseshoe Beach
2241	Jo Ann White	local	City Council Member, Horseshoe Beach
2242	John Sheffield	local	City Council Member, Horseshoe Beach
2243	John Cherry	local	City Council Member, Horseshoe Beach
2244	Danny Kight	local	City Council Member, Horseshoe Beach
2245	Johnny Squires	local	City Council Member, Horseshoe Beach
2246	Debbie Corbin	local	City Council Member, Horseshoe Beach
2247	Katherine Hutchinson	local	City Council Member, Horseshoe Beach
2248	Roxie Revels	local	City Council Member, Horseshoe Beach
2249	Tina Brotherton	local	City Council Member, Horseshoe Beach
2250	Haddie Mann	local	City Council Member, Horseshoe Beach
2251	Terri Taylor	local	City Council Member, Horseshoe Beach
2252	Martha McBurnette	local	City Council Member, Horseshoe Beach
2253	Jim Livingston	local	City Council Member, Horseshoe Beach
2254	Talmadge Bennett	local	City Council Member, Horseshoe Beach
2255	Mike Puerner	local	City Council Member, Horseshoe Beach
2256	Frances Cherry	local	City Council Member, Horseshoe Beach
2257	Laura Wigglesworth	local	City Council Member, Horseshoe Beach
2259	Mike Ewing	local	City Council Member, Horseshoe Beach
2260	Hiram McCall	local	City Council Member, Horseshoe Beach
2261	Bob Webb	local	City Council Member, Horseshoe Beach
2262	Tom Cushman	local	City Council Member, Horseshoe Beach
2264	Roads Johnny Squires	local	City Council Member, Horseshoe Beach
2265	Police Danny Kight	local	City Council Member, Horseshoe Beach
2266	Police Debbie Corbin	local	City Council Member, Horseshoe Beach
2267	Rec Johnny Squires	local	City Council Member, Horseshoe Beach
2268	Maintenance Debbie Corbin	local	City Council Member, Horseshoe Beach
2269	Fire Katherine Hutchinson	local	City Council Member, Horseshoe Beach
2270	Recreation Roxie Revels	local	City Council Member, Horseshoe Beach
2271	Maintenance Tina Brotherton	local	City Council Member, Horseshoe Beach
2272	Fire Haddie Mann	local	City Council Member, Horseshoe Beach
2273	Roads Tina Brotherton	local	City Council Member, Horseshoe Beach
2274	Recreation Terri Taylor	local	City Council Member, Horseshoe Beach
2276	Bernard Klepach	local	Mayor of Indian Creek
2278	Scott Nickle	local	Mayor of Indian Harbour Beach
2279	Brian Foley	local	Mayor of Indian River Shores
2280	Peter Tedesko	local	City Council Member, Indian River Shores
2281	James M. Altieri	local	City Council Member, Indian River Shores
2287	Diantha Schear	local	Mayor of Indian Shores
2288	Isaac Young	local	Mayor of Inglis
2289	Ken Larsen	local	Mayor of Interlachen
2290	Bob Plaisted	local	Mayor of Inverness
2291	Crystal Lizanich	local	City Council Member, Inverness
2292	Jacquie Hepfer	local	City Council Member, Inverness
2293	Gene Davis	local	City Council Member, Inverness
2294	Tom Craig	local	City Council Member, Inverness
2295	Linda Bega	local	City Council Member, Inverness
2297	Transparency Advocate	local	City Council Member, Islamorada
2298	Islamorada Community Alliance	local	City Council Member, Islamorada
2305	Vanessa Smith	local	City Council Member, Jasper
2306	Carlton Garrett Selph	local	Mayor of Jasper
2307	Shon Owens	local	Mayor of Jay
2326	Bob Arrison	local	Mayor of Kenneth City
2327	Tony Chan	local	City Council Member, Kenneth City
2328	Donald Kinney	local	City Council Member, Kenneth City
2329	Jensyn Schmidt	local	Vice Mayor of Kenneth City
2330	Joe I. Rasco	local	Mayor of Key Biscayne
2331	Michael F. Bracken	local	City Council Member, Key Biscayne
2332	Franklin H. Caplan	local	Vice Mayor of Key Biscayne
2333	Edward London	local	Vice Mayor of Key Biscayne
2334	Nancy Stoner	local	City Council Member, Key Biscayne
2335	Fernando A. Vazquez	local	City Council Member, Key Biscayne
2336	Ron Sutton	local	Mayor of Key Colony Beach
2337	Vice-Mayor Doug Colonell	local	Vice Mayor of Key Colony Beach
2338	Tom DiFransico	local	City Commissioner, Key Colony Beach
2339	Kirk Diehl	local	City Commissioner, Key Colony Beach
2340	Project Continue Reading	local	Mayor of Key West
2341	Dave Welch	local	Vice Mayor of Keystone Heights
2342	Nina Rodenroth	local	Mayor of Keystone Heights
2354	Andrea Fay	local	Mayor of Lake Buena Vista
2355	Angie Sola	local	City Council Member, Lake Buena Vista
2356	Gene King	local	City Council Member, Lake Buena Vista
2357	Melissa Hendrix	local	Mayor of Lake Butler
2358	Rondoll L. Huggins	local	Vice Mayor of Lake Butler
2360	Annette Redman	local	City Commissioner, Lake Butler
2361	Fred Sirmones	local	City Commissioner, Lake Butler
2367	Daniel Williams	local	City Commissioner, Lake Wales
2368	Keith Thompson	local	City Commissioner, Lake Wales
2369	Carol Gillespie	local	City Commissioner, Lake Wales
2370	Robin Gibson	local	City Commissioner, Lake Wales
2371	Betty Resch	local	Mayor of Lake Worth Beach
2376	Sharon Thomas	local	Vice Mayor of Lauderdale Lakes
2377	Safer Schools	local	Mayor of Lauderdale Lakes
2378	Edmund Malkoon	local	Mayor of Lauderdale-by-the-Sea
2379	Randy Strauss	local	Vice Mayor of Lauderdale-by-the-Sea
2380	Theo Poulopoulos	local	City Commissioner, Lauderdale-by-the-Sea
2381	Richard DeNapoli	local	City Commissioner, Lauderdale-by-the-Sea
2382	John Graziano	local	City Commissioner, Lauderdale-by-the-Sea
2383	Buz Oldaker	local	City Commissioner, Lauderdale-by-the-Sea
2385	Bruce Halle	local	Mayor of Layton
2386	Ray Nyhuis	local	Mayor of Lazy Lake
2387	Jeff Grenell	local	City Council Member, Lazy Lake
2388	Warren Nadeau	local	City Council Member, Lazy Lake
2389	William Daugherty	local	City Council Member, Lazy Lake
2390	Arnold Aliff	local	City Council Member, Lazy Lake
2392	James C. Ruzicka	local	Mayor of Lee
2393	Kyle Van Buskirk	local	Mayor of Lighthouse Point
2394	Michael S Long	local	City Commissioner, Lighthouse Point
2395	Ross Licata	local	City Commissioner, Lighthouse Point
2396	Frank C. Davis	local	Mayor of Live Oak
2398	Debra Williams	local	Mayor of Longboat Key
2400	Mark Bryant	local	Mayor of Macclenny
2401	Sam Kitching	local	City Commissioner, Macclenny
2402	Cecil Horne	local	City Commissioner, Macclenny
2403	Danny Norton	local	City Commissioner, Macclenny
2404	Lynward Bones	local	City Commissioner, Macclenny
2412	Elliot Bonner	local	City Commissioner, Manalapan
2413	Point Orla Imbesi	local	City Commissioner, Manalapan
2414	Ocean David Knobel	local	City Commissioner, Manalapan
2415	Disclosures November	local	City Commissioner, Margate
2417	Anthony N. Caggiano	local	Vice Mayor of Margate
2418	Travis Ephriam	local	Mayor of Marianna
2428	Ann Murphy	local	Mayor of Mayo
2429	Alison Scott	local	Mayor of McIntosh
2430	Lee Deaderick	local	City Council Member, McIntosh
2431	Don Medeiros	local	City Council Member, McIntosh
2433	Edgar Ayala	local	City Council Member, Medley
2434	Lizelh Rodriguez	local	City Council Member, Medley
2435	Lourdes Rodriguez	local	City Council Member, Medley
2436	Anna Butler	local	City Commissioner, Melbourne Beach
2437	Tim Reed	local	City Commissioner, Melbourne Beach
2438	Sherri Quarrie	local	City Commissioner, Melbourne Beach
2439	Bridget Foster	local	Mayor of Melbourne Village
2440	Richard Wolff	local	Mayor of Mexico Beach
2449	Jiana Bradshaw Williams	local	Mayor of Micanopy
2450	Heather Lindsay December	local	Mayor of Milton
2451	Yvette Colbourne	local	City Commissioner, Miramar
2452	Maxwell B. Chambers	local	City Commissioner, Miramar
2453	Avril Cherasard	local	City Commissioner, Miramar
2455	John Jones	local	Mayor of Monticello
2456	Joe Wynkoop	local	Mayor of Montverde
2457	Marcus Decker	local	Mayor of Moore Haven
2458	James Homich	local	Mayor of Mount Dora
2463	Fred Cleveland	local	Mayor of New Smyrna Beach
2464	Foster Senn	local	Mayor of Newberry
2465	Daniel Henkel	local	Mayor of Niceville
2466	Literman Joseph	local	Mayor of Noma
2467	Andy Daro	local	City Commissioner, North Bay Village
2468	Doris Acosta	local	City Commissioner, North Bay Village
2469	Richard Chervony	local	City Commissioner, North Bay Village
2470	Media Inquiry	local	Mayor of North Miami
2473	Kassandra Timothe	local	City Council Member, North Miami
2474	Pierre Frantz Charles	local	City Council Member, North Miami
2483	Orlando Puyol	local	Vice Mayor of North Palm Beach
2485	Kendra Zellner	local	City Council Member, North Palm Beach
2486	Susan Bickel	local	Vice Mayor of North Palm Beach
2487	Demetrius Petrow	local	City Commissioner, North Port
2488	Barbara Langdon	local	Vice Mayor of North Port
2490	Pete Emrich	local	Mayor of North Port
2491	Phil Stokes	local	City Commissioner, North Port
2492	Jay Super	local	Mayor of North Redington Beach
2498	Joseph McMullen	local	City Commissioner, Oakland
2499	Kris Keller	local	City Commissioner, Oakland
2500	Yumeko Motley	local	City Commissioner, Oakland
2502	Steven R. Arnst	local	Mayor of Oakland Park
2503	Aisha Gordon	local	Vice Mayor of Oakland Park
2504	Letitia Newbold	local	City Commissioner, Oakland Park
2505	Fitz Budhoo	local	City Commissioner, Oakland Park
2506	Tim Lonergan	local	City Commissioner, Oakland Park
2512	Karen M. Ostrand	local	Mayor of Ocean Breeze
2513	Proclamation Recognizing	local	City Commissioner, Ocean Ridge
2514	Rosemary Wilsen	local	Mayor of Ocoee
2517	Noel Chandler	local	City Council Member, Okeechobee
2518	Monica Clark	local	City Council Member, Okeechobee
2519	Bob Jarriel	local	City Council Member, Okeechobee
2520	David R. McAuley	local	City Council Member, Okeechobee
2521	David McAuley	local	City Council Member, Okeechobee
2524	Cyndi Olmstead	local	City Council Member, Oldsmar
2525	Katie Gannon	local	Mayor of Oldsmar
2526	Valerie Tatarzewski	local	City Council Member, Oldsmar
2527	Sean Swauger	local	City Council Member, Oldsmar
2532	Natasha L. Ervin	local	City Commissioner, Opa-locka
2534	Vice-Mayor Winnette Sandlin	local	Vice Mayor of Orange Park
2535	Doug Benefield	local	City Council Member, Orange Park
2536	Glenn Taylor	local	City Council Member, Orange Park
2539	Keen's Spring Fest	local	City Commissioner, Orlando
2540	Glenda Hood Park	local	Mayor of Orlando
2541	Jason Leslie	local	Mayor of Ormond Beach
2542	Travis Sargent	local	City Commissioner, Ormond Beach
2543	Kristin Deaton	local	City Commissioner, Ormond Beach
2544	Harold Briley	local	City Commissioner, Ormond Beach
2545	Lori Tolland	local	City Commissioner, Ormond Beach
2546	Therese Granger	local	Mayor of Otter Creek
2551	Anne Henderson Davis	local	City Commissioner, Palatka
2552	Justin Campbell	local	City Commissioner, Palatka
2553	Will Jones	local	City Commissioner, Palatka
2554	Rufus Borom	local	City Commissioner, Palatka
2555	Danielle H. Moore	local	Mayor of Palm Beach
2556	Julie Araskog	local	City Council Member, Palm Beach
2557	Nicki McDonald	local	City Council Member, Palm Beach
2559	Cooney Lew Crampton	local	City Council Member, Palm Beach
2560	Crampton Julie Araskog	local	City Council Member, Palm Beach
2561	Araskog Nicki McDonald	local	City Council Member, Palm Beach
2562	McDonald Bridget Moran	local	City Council Member, Palm Beach
2563	Dana P. Middleton	local	Mayor of Palm Beach Gardens
2565	Marcie Tinsley	local	City Council Member, Palm Beach Gardens
2566	Robert G. Premuroso	local	City Council Member, Palm Beach Gardens
2567	Rachelle A. Litt	local	City Council Member, Palm Beach Gardens
2572	Sharon Secord	local	Mayor of Palm Shores
2573	Mayor's Memos Proclamations	local	Mayor of Palmetto
2574	Karyn Cunningham	local	Mayor of Palmetto Bay
2575	Mark Merwitzer	local	Vice Mayor of Palmetto Bay
2577	Ordinances Resolutions Archived	local	Mayor of Panama City Beach
2578	Andrew Kelly	local	Mayor of Parker
2582	Rich Walker	local	Mayor of Parkland
2583	Simeon Brier	local	Vice Mayor of Parkland
2584	Jordan Isrow	local	City Commissioner, Parkland
2585	Cindy Murphy-Salomone	local	City Commissioner, Parkland
2586	Neil Kanterman	local	City Commissioner, Parkland
2587	Donna Smith	local	Mayor of Paxton
2591	Thomas Good	local	City Commissioner, Pembroke Pines
2592	Jay D. Schwartz	local	City Commissioner, Pembroke Pines
2593	Tom DeVille	local	City Council Member, Penney Farms
2594	Annette Brooks	local	City Council Member, Penney Farms
2595	Elizabeth Ryder	local	City Council Member, Penney Farms
2596	Adrian Andrews	local	City Council Member, Penney Farms
2597	Richard Hollowell	local	City Council Member, Penney Farms
2600	Robert Greenlund	local	Vice Mayor of Pierson
2601	Linnie R. Richardson	local	City Council Member, Pierson
2602	Brandy Peterson	local	City Council Member, Pierson
2603	Jimmy Anderson	local	City Council Member, Pierson
2604	Ken Fairman	local	Vice Mayor of Pinecrest
2605	South Dade	local	Mayor of Pinecrest
2611	Patti Ricky Butler	local	City Council Member, Pinellas Park
2612	Ricky Tim Caddell	local	Vice Mayor of Pinellas Park
2613	Tim Keith V	local	City Council Member, Pinellas Park
2614	Sandra Patti Reed	local	City Council Member, Pinellas Park
2615	Mary Thomas Mathis	local	Mayor of Plant City
2616	Anthony Cuevas	local	Mayor of Pomona Park
2617	Shane Busby	local	Mayor of Ponce de Leon
2620	Cliff Shepard	local	Vice Mayor of Ponce Inlet
2622	Chris Maher	local	Mayor of Port Richey
2624	Eric Langston	local	City Commissioner, Port St. Joe
2627	Scott Hoffman	local	City Commissioner, Port St. Joe
2628	John Vetter	local	Mayor of Reddick
